outletId,name,slug,aliases,countryId,cityId,address,latitude,longitude,openingHours,heroImage,galleryImages,storesCountText,rating,reviewCount,services,taxFreeAvailable,websiteUrl,centerMapUrl,googleMapsUrl,appleMapsUrl,yandexMapsUrl,status,cityCenterDistanceKm,cityCenterInfo,airports,distanceBasis,metadataVerifiedAt,airportDistanceKm,taxFreeOfficeInfo,outletName,restaurants,parking,nearby,officialWebsite,vatRate,minimumTaxFreeSpend,phone,email,estimatedRefundRate,taxFreeOperator,airportInfoText,cityCenterInfoText
scalo-milano-outlet-more,Scalo Milano Outlet & More,scalo-milano-outlet-more,"[""Scalo Milano"",""Scalo Milano Outlet"",""Scalo Milano Outlet and More"",""Scalo Milano Locate Triulzi""]",italy,locate-triulzi,"Via Milano 5, 20085 Locate di Triulzi MI, Italy",45.3577,9.2267,Monday - Friday 10:00 - 21:00; Saturday - Sunday 09:00 - 21:00,,[],180 boutiques,0,0,"[""Infopoint"",""Free Parking"",""Shuttle Bus"",""Global Blue Tax Free"",""Kids Area"",""Amazon Locker"",""The Concierge"",""The Place Hospitality Lounge"",""Free Wi-Fi""]",true,https://www.scalomilano.it/en/,,https://www.google.com/maps/search/?api=1&query=Scalo%20Milano%20Outlet%20%26%20More%2C%20Via%20Milano%205%2C%20Locate%20di%20Triulzi%20MI%2C%20Italy,http://maps.apple.com/?q=Scalo%20Milano%20Outlet%20%26%20More&address=Via%20Milano%205%2C%20Locate%20di%20Triulzi%20MI%2C%20Italy,https://yandex.com/maps/?text=Scalo%20Milano%20Outlet%20%26%20More%2C%20Via%20Milano%205%2C%20Locate%20di%20Triulzi%20MI%2C%20Italy,active,15,"{""name"":""Milan City Centre"",""distanceKm"":15,""recommendedRoute"":""Use current official map directions or Locate Triulzi railway station near Gate 1.""}","[{""code"":""LIN"",""name"":""Milan Linate Airport"",""distanceKm"":18},{""code"":""MXP"",""name"":""Milan Malpensa Airport"",""distanceKm"":65}]",,,18,Official Scalo Milano services state non-EU residents can claim a tax refund from a minimum purchase of €70.01 and obtain instant refunds from Global Blue kiosks located at The Concierge and Info Point.,,"[""Doppio Malto"",""La Piadineria"",""Mi scusi"",""Osteria Urbana - Vino e Cucina"",""Roadhouse Restaurant"",""Rossopomodoro""]",Official services list free parking outdoors and in a multilevel indoor garage.,,,22,70.01 EUR,,,12,Global Blue kiosks / participating boutiques / EU customs validation,,
torino-outlet-village,Torino Outlet Village,torino-outlet-village,"[""Turin Outlet Village"",""Torino Outlet Village Settimo Torinese"",""Settimo Torinese Outlet""]",italy,settimo-torinese,"Via Torino 160-162, 10036 Settimo Torinese TO, Italy",45.1238,7.777,Check official website for current opening hours,,[],Check official website for current store count,0,0,"[""Infopoint - Tourist Office"",""Kids Area"",""Free Parking"",""Transfer - Chauffeur-driven Rental"",""Electric Car Charging Stations"",""Hands-free Shopping"",""Free Wifi"",""Tax-Free Shopping"",""Dog Friendly Services"",""Gift Card""]",true,https://www.torinooutletvillage.com/,,https://www.google.com/maps/search/?api=1&query=Torino%20Outlet%20Village%2C%20Via%20Torino%20160-162%2C%20Settimo%20Torinese%20TO%2C%20Italy,http://maps.apple.com/?q=Torino%20Outlet%20Village&address=Via%20Torino%20160-162%2C%20Settimo%20Torinese%20TO%2C%20Italy,https://yandex.com/maps/?text=Torino%20Outlet%20Village%2C%20Via%20Torino%20160-162%2C%20Settimo%20Torinese%20TO%2C%20Italy,active,12,"{""name"":""Turin City Centre"",""distanceKm"":12,""recommendedRoute"":""Use current official map directions to Via Torino 160-162, Settimo Torinese.""}","[{""code"":""TRN"",""name"":""Turin Airport"",""distanceKm"":15}]",,,15,Official services list Tax-Free Shopping; no specific refund operator or outlet desk process was verified from official outlet/operator sources.,,"[""Caffè e Bollicine"",""La Piadineria"",""Re Nero Caffè""]",Official visit information lists ample free parking for visitors.,,,22,70.01 EUR,,,12,Participating stores / EU customs validation,,
mondovicino-outlet-village,Mondovicino Outlet Village,mondovicino-outlet-village,"[""Mondovicino"",""Mondovicino Outlet"",""Mondovì Outlet Village"",""Mondovi Outlet Village""]",italy,mondovi,"Piazza G. Jemina 47, 12084 Mondovì CN, Italy",44.3995,7.8157,Monday - Sunday 10:00 - 20:00,,[],Check official website for current store count,0,0,"[""Tax Free Shopping"",""Equipped Camper Area"",""Kids Play Area"",""Minigolf"",""Block Busters"",""Free Time""]",true,https://mondovicino.it/en/,,https://www.google.com/maps/search/?api=1&query=Mondovicino%20Outlet%20Village%2C%20Mondov%C3%AC%20CN%2C%20Italy,http://maps.apple.com/?q=Mondovicino%20Outlet%20Village&address=Mondov%C3%AC%20CN%2C%20Italy,https://yandex.com/maps/?text=Mondovicino%20Outlet%20Village%2C%20Mondov%C3%AC%20CN%2C%20Italy,active,4,"{""name"":""Mondovì City Centre"",""distanceKm"":4,""recommendedRoute"":""Use current official map directions to Mondovicino Outlet Village.""}","[{""code"":""CUF"",""name"":""Cuneo International Airport"",""distanceKm"":35},{""code"":""TRN"",""name"":""Turin Airport"",""distanceKm"":115}]",,,35,Official Mondovicino tax-free information states extra-EU citizens can request a tax-free form in store for single receipts of at least €70.01; no specific outlet desk location was verified from official outlet/operator sources.,,"[""Caffè Bistrot La Scuderia"",""Caffetteria Le Fontane"",""I Partenopei CAFE’ – RESTAURANT"",""Love IT Pizza"",""Sapori della Regione""]",Official services list an equipped camper area; confirm current visitor parking details on the official website before visiting.,,,22,70.01 EUR,,,12,International tax-free partners / participating stores / EU customs validation,,
brugnato-5terre-outlet-village,Brugnato 5Terre Outlet Village,brugnato-5terre-outlet-village,"[""Brugnato 5 Terre Outlet Village"",""5Terre Outlet Village"",""Brugnato Outlet""]",italy,brugnato,"Via Nuova Antica Romana snc, 19020 Brugnato SP, Italy",44.2365,9.7287,Mon-Sun 10:00 - 21:00; seasonal Summer Nights may vary,,[],Over 70 brands,0,0,"[""Parking"",""Info Point"",""Gift Card"",""Shuttle / Transport Info"",""VIP Club"",""App""]",false,https://www.brugnato5terreoutletvillage.it/it/,,https://www.google.com/maps/search/?api=1&query=Brugnato%205Terre%20Outlet%20Village%2C%20Via%20Nuova%20Antica%20Romana%2C%20Brugnato%2C%20Italy,http://maps.apple.com/?q=Brugnato%205Terre%20Outlet%20Village&address=Via%20Nuova%20Antica%20Romana%2C%20Brugnato%2C%20Italy,https://yandex.com/maps/?text=Brugnato%205Terre%20Outlet%20Village%2C%20Via%20Nuova%20Antica%20Romana%2C%20Brugnato%2C%20Italy,active,1,"{""name"":""Brugnato Town Centre"",""distanceKm"":1,""recommendedRoute"":""Use current official map directions to Via Nuova Antica Romana.""}","[{""code"":""PSA"",""name"":""Pisa International Airport"",""distanceKm"":85},{""code"":""GOA"",""name"":""Genoa Cristoforo Colombo Airport"",""distanceKm"":90}]",,,85,No official outlet/operator tax-free desk or specific tax-free operator information was verified for this outlet. Eligible visitors should confirm directly with individual stores before purchase.,,"[""La Friggitoria della Luna Blu"",""La Piadineria""]",Official visit pages include parking/visitor information; confirm current parking details on the official website before visiting.,[],,22,70.01 EUR,,,12,Not officially verified,,
valmontone-outlet,Valmontone Outlet,valmontone-outlet,"[""Valmontone Outlet Village"",""Outlet Valmontone""]",italy,valmontone,"Via della Pace, località Pascolaro, 00038 Valmontone RM, Italy",41.7778,12.9144,Mon-Fri 10:00 - 20:00; Sat-Sun and public holidays 10:00 - 21:00,,[],More than 180 brand stores,0,0,"[""Services"",""Map"",""Food Court"",""Promotions"",""App""]",true,https://www.valmontoneoutlet.com/en/,,https://www.google.com/maps/search/?api=1&query=Valmontone%20Outlet%2C%20Via%20della%20Pace%2C%20Valmontone%2C%20Italy,http://maps.apple.com/?q=Valmontone%20Outlet&address=Via%20della%20Pace%2C%20Valmontone%2C%20Italy,https://yandex.com/maps/?text=Valmontone%20Outlet%2C%20Via%20della%20Pace%2C%20Valmontone%2C%20Italy,active,3,"{""name"":""Valmontone Town Centre"",""distanceKm"":3,""recommendedRoute"":""Use current official map directions to Via della Pace, località Pascolaro.""}","[{""code"":""CIA"",""name"":""Rome Ciampino Airport"",""distanceKm"":40},{""code"":""FCO"",""name"":""Rome Fiumicino Airport"",""distanceKm"":65}]",,,40,Official news lists Tax-Free Shopping; no specific outlet tax-free operator or desk location was verified from official outlet/operator sources.,,"[""ALICE PIZZA"",""BURGER KING"",""CALAVERA"",""CASA ANGELESI"",""DISPENSA EMILIA"",""FATTORIA TOCCAFERRO"",""KFC"",""LA PIADINERIA"",""OLD WILD WEST"",""POKE HOUSE""]",Official outlet pages include visitor and where-we-are information; confirm current parking details on the official website before visiting.,,,22,70.01 EUR,,,12,Participating stores / EU customs validation,,
cilento-outlet-village,Cilento Outlet Village,cilento-outlet-village,"[""Cilento Outlet"",""Cilento Outlet Eboli""]",italy,eboli,"SS18 Tirrena Inferiore, 84025 Eboli SA, Italy",40.5866,14.9796,Mon-Sun 10:00 - 21:00,,[],Official current brand directory available,0,0,"[""Infopoints"",""Tax Free"",""Children's Play Areas"",""Dining Options"",""Over 4500 Parking Spaces"",""Tourist Bus Areas"",""Click & Collect""]",true,https://www.cilentooutlet.com/?lang=en,,https://www.google.com/maps/search/?api=1&query=Cilento%20Outlet%2C%20SS18%20Tirrena%20Inferiore%2C%20Eboli%2C%20Italy,http://maps.apple.com/?q=Cilento%20Outlet&address=SS18%20Tirrena%20Inferiore%2C%20Eboli%2C%20Italy,https://yandex.com/maps/?text=Cilento%20Outlet%2C%20SS18%20Tirrena%20Inferiore%2C%20Eboli%2C%20Italy,active,6,"{""name"":""Eboli Town Centre"",""distanceKm"":6,""recommendedRoute"":""Use current official map directions to SS18 Tirrena Inferiore.""}","[{""code"":""NAP"",""name"":""Naples International Airport"",""distanceKm"":90}]",,,90,Official centre information lists tax free among customer services; no specific refund operator or outlet desk process was verified from official outlet/operator sources.,,"[""McDonald's"",""Pizzeria Verdevasinicola""]",Official centre information lists over 4500 parking spaces and areas reserved for tourist buses.,,,22,70.01 EUR,,,12,Participating stores / EU customs validation,,
santangelo-outlet-village,Santangelo Outlet Village,santangelo-outlet-village,"[""Sant'Angelo Outlet Village"",""Città Sant'Angelo Outlet Village"",""Citta Santangelo Outlet Village""]",italy,citta-sant-angelo,"Città Sant'Angelo Outlet Village, Città Sant'Angelo PE, Italy",42.5315,14.1186,Opens at 10:00; check official website for current closing time,,[],Official current store directory available,0,0,"[""Shopping Map"",""Online Map"",""Food Court"",""Play Area"",""Store Promo"",""App""]",false,https://santangeloutlet.com/en/home-en/,,https://www.google.com/maps/search/?api=1&query=Santangelo%20Outlet%20Village%2C%20Citt%C3%A0%20Sant%27Angelo%2C%20Italy,http://maps.apple.com/?q=Santangelo%20Outlet%20Village&address=Citt%C3%A0%20Sant%27Angelo%2C%20Italy,https://yandex.com/maps/?text=Santangelo%20Outlet%20Village%2C%20Citt%C3%A0%20Sant%27Angelo%2C%20Italy,active,8,"{""name"":""Città Sant'Angelo Town Centre"",""distanceKm"":8,""recommendedRoute"":""Use current official map directions to Santangelo Outlet Village.""}","[{""code"":""PSR"",""name"":""Abruzzo Airport"",""distanceKm"":15}]",,,15,"No official outlet/operator tax-free service, refund operator, or desk information was verified for this outlet. Eligible visitors should confirm directly with individual stores before purchase.",,"[""Ami Pokè"",""Billy Tacos"",""Burger King"",""Fattoria Toccaferro"",""NERO.lab"",""Old Wild West"",""Sushiko""]",Official outlet pages include how-to-get-there and map information; confirm current parking details on the official website before visiting.,,,22,70.01 EUR,,,12,Not officially verified,,
city-outlet-bad-munstereifel,City Outlet Bad Münstereifel,city-outlet-bad-munstereifel,,germany,cologne,"Sittardweg 1, 53902 Bad Münstereifel, Germany",50.5557,6.7646,Mon-Sat 10:00 - 19:00; Sun closed,,[],Over 50 fashion & lifestyle brands,0,0,"[""Parking"",""Tax Free"",""Guest Services"",""Restaurants & Cafes"",""Transport Info"",""Wi-Fi"",""Gift Cards"",""Accessibility""]",false,https://www.cityoutletbadmuenstereifel.com/en/,,https://maps.google.com/?q=City+Outlet+Bad+M%C3%BCnstereifel%2C+Sittardweg+1%2C+53902+Bad+M%C3%BCnstereifel,http://maps.apple.com/?q=City+Outlet+Bad+M%C3%BCnstereifel&address=Sittardweg%201%2C%2053902%20Bad%20M%C3%BCnstereifel,https://yandex.com/maps/?text=City%20Outlet%20Bad%20M%C3%BCnstereifel%2C%20Sittardweg%201%2C%2053902%20Bad%20M%C3%BCnstereifel,active,65,"{""name"":""Cologne City Centre"",""distanceKm"":65,""recommendedRoute"":""Train to Bad Münstereifel via Euskirchen""}","[{""code"":""CGN"",""name"":""Cologne Bonn Airport"",""distanceKm"":80},{""code"":""DUS"",""name"":""Düsseldorf Airport"",""distanceKm"":115}]",,,80,No official outlet/operator tax-free desk or specific tax-free operator information was verified for this outlet. Eligible visitors should confirm directly with individual stores before purchase.,,"[""Amigo Grill"",""Bitburger Bierhaus"",""Café | Bar & Restaurant Marielle"",""Khon Thai - Restaurant"",""Lemonpie Airstream Food Truck"",""Outlet Lounge"",""The big Fryup Foodtruck""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,"[{""name"":""Euskirchen"",""distanceKm"":20},{""name"":""Bonn"",""distanceKm"":45}]",,19,50.01 EUR,,,11,Not officially verified,,
designer-outlet-berlin,Designer Outlet Berlin,designer-outlet-berlin,,germany,berlin,"Alter Spandauer Weg 1, 14641 Wustermark, Germany",52.5478,12.9942,10:00 - 20:00,,[],100+ stores,4.5,0,"[""Parking"",""Tax Free"",""Guest Services"",""Restaurants & Cafes"",""Shuttle / Transport Info"",""Wi-Fi"",""Gift Cards"",""Accessibility"",""Kids Area"",""Personal Shopping""]",false,https://www.designeroutletberlin.com/en/,,https://maps.google.com/?q=Designer+Outlet+Berlin,http://maps.apple.com/?q=Designer+Outlet+Berlin,https://yandex.com/maps/?text=Designer%20Outlet%20Berlin,active,30,"{""name"":""Berlin City Centre"",""distanceKm"":30,""recommendedRoute"":""Shuttle bus, regional train, or car via B5""}","[{""code"":""BER"",""name"":""Berlin Brandenburg Airport"",""distanceKm"":55}]",,,55,No official outlet/operator tax-free desk or specific tax-free operator information was verified for this outlet. Eligible visitors should confirm directly with individual stores before purchase.,,"[""Cocos"",""Coffee-Bike"",""Coniato"",""Currypom!"",""dean & david"",""Five Guys"",""Frittenwerk"",""Grill-Pavillon"",""La Crêperie"",""Nordsee"",""Parmera"",""Starbucks""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,"[{""name"":""Wustermark"",""distanceKm"":5},{""name"":""Potsdam"",""distanceKm"":30}]",,19,50.01 EUR,,,11,Not officially verified,,
designer-outlet-neumunster,Designer Outlet Neumünster,designer-outlet-neumunster,,germany,hamburg,"Oderstraße 10, 24539 Neumünster, Germany",54.1031,9.9966,Mon-Wed 09:00 - 20:00; Thu 10:00 - 20:00; Fri 09:00 - 24:00; Sat 10:00 - 20:00; Sun closed,,[],130+ stores,4.5,0,"[""Parking"",""Tax Free"",""Guest Services"",""Restaurants & Cafes"",""Transport Info"",""Wi-Fi"",""Gift Cards"",""Accessibility"",""Kids Area"",""Personal Shopping""]",false,https://www.mcarthurglen.com/en/outlets/de/designer-outlet-neumuenster/,,https://maps.google.com/?q=Designer+Outlet+Neumunster,http://maps.apple.com/?q=Designer+Outlet+Neumunster,https://yandex.com/maps/?text=Designer%20Outlet%20Neumunster,active,65,"{""name"":""Hamburg City Centre"",""distanceKm"":65,""recommendedRoute"":""Train to Neumünster, then local bus or taxi""}","[{""code"":""HAM"",""name"":""Hamburg Airport"",""distanceKm"":60}]",,,60,No official outlet/operator tax-free desk or specific tax-free operator information was verified for this outlet. Eligible visitors should confirm directly with individual stores before purchase.,,"[""Asiagourmet"",""Bistrot"",""Five Guys"",""Frittenwerk"",""Giovanni L."",""Marché Mövenpick"",""Nordsee"",""Starbucks"",""Tackmann's Coffee House""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,"[{""name"":""Neumünster City Centre"",""distanceKm"":5},{""name"":""Kiel"",""distanceKm"":35}]",,19,50.01 EUR,,,11,Not officially verified,,
designer-outlets-wolfsburg,Designer Outlets Wolfsburg,designer-outlets-wolfsburg,,germany,hannover,"An der Vorburg 1, 38440 Wolfsburg, Germany",52.4294,10.7936,Mon-Thu 10:00 - 19:00; Fri-Sat 10:00 - 20:00; Sun closed; Summer Sale 12 Jun-2 Aug 2026 Mon-Sat 10:00 - 20:00,,[],Over 100 international top brands,4.5,0,"[""Parking"",""Tax Free"",""Guest Services"",""Restaurants & Cafes"",""Transport Info"",""Wi-Fi"",""Gift Cards"",""Accessibility"",""Kids Area""]",true,https://www.designeroutlets-wolfsburg.de/en/,,https://maps.google.com/?q=Designer+Outlets+Wolfsburg,http://maps.apple.com/?q=Designer+Outlets+Wolfsburg,https://yandex.com/maps/?text=Designer%20Outlets%20Wolfsburg,active,90,"{""name"":""Hannover City Centre"",""distanceKm"":90,""recommendedRoute"":""Train to Wolfsburg Hbf, then walk 2 minutes""}","[{""code"":""HAJ"",""name"":""Hannover Airport"",""distanceKm"":95},{""code"":""BER"",""name"":""Berlin Brandenburg Airport"",""distanceKm"":230}]",,,95,Eligible non-EU visitors can request a tax refund form in participating stores when purchases exceed the German minimum spend.,,"[""DEAN & DAVID"",""Five Guys"",""FRITTENWERK"",""L’Osteria"",""Starbucks""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,"[{""name"":""Wolfsburg Hauptbahnhof"",""distanceKm"":1},{""name"":""Autostadt Wolfsburg"",""distanceKm"":1}]",,19,50.01 EUR,,,11,Global Blue / Planet / EU customs validation,,
ingolstadt-village,Ingolstadt Village,ingolstadt-village,,germany,munich,"Otto-Hahn-Straße 1, 85055 Ingolstadt, Germany",48.7832,11.4699,10:00 - 20:00,,[],110 boutiques,4.6,0,"[""Parking"",""Tax Free"",""Guest Services"",""Restaurants & Cafes"",""Shopping Express"",""Wi-Fi"",""Gift Cards"",""Accessibility"",""Hands-free Shopping"",""Personal Shopping""]",false,https://www.thebicestercollection.com/ingolstadt-village/en,,https://maps.google.com/?q=Ingolstadt+Village,http://maps.apple.com/?q=Ingolstadt+Village,https://yandex.com/maps/?text=Ingolstadt%20Village,active,80,"{""name"":""Munich City Centre"",""distanceKm"":80,""recommendedRoute"":""Shopping Express or train via Ingolstadt Hbf""}","[{""code"":""MUC"",""name"":""Munich Airport"",""distanceKm"":75},{""code"":""NUE"",""name"":""Nuremberg Airport"",""distanceKm"":95}]",,,75,No official outlet/operator tax-free desk or specific tax-free operator information was verified for this outlet. Eligible visitors should confirm directly with individual stores before purchase.,,"[""Bollicine&Co. Champagne Bar"",""Coffee Fellows"",""Indochine"",""Ladurée Salon de Thé"",""Lindt Café"",""Mancini"",""Mr. Smash & Co.""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,"[{""name"":""Ingolstadt City Centre"",""distanceKm"":6},{""name"":""Audi Forum Ingolstadt"",""distanceKm"":8}]",,19,50.01 EUR,,,12,Not officially verified,,
montabaur-the-style-outlets,Outlet Montabaur,montabaur-the-style-outlets,,germany,frankfurt,"Am Fashion Outlet 72, 56410 Montabaur, Germany",50.4307,7.8238,10:00 - 20:00,,[],Over 70 international top brands in 60 shops,4.4,0,"[""Parking"",""Tax Free"",""Guest Services"",""Restaurants & Cafes"",""Transport Info"",""Wi-Fi"",""Gift Cards"",""Accessibility"",""Kids Area""]",false,https://outlet-montabaur.de/en,,https://maps.google.com/?q=Outlet+Montabaur%2C+Am+Fashion+Outlet+72%2C+56410+Montabaur,http://maps.apple.com/?q=Outlet%20Montabaur&address=Am%20Fashion%20Outlet%2072%2C%2056410%20Montabaur,https://yandex.com/maps/?text=Outlet%20Montabaur%2C%20Am%20Fashion%20Outlet%2072%2C%2056410%20Montabaur,active,90,"{""name"":""Frankfurt City Centre"",""distanceKm"":90,""recommendedRoute"":""ICE to Montabaur + taxi""}","[{""code"":""FRA"",""name"":""Frankfurt Airport"",""distanceKm"":95},{""code"":""CGN"",""name"":""Cologne Bonn Airport"",""distanceKm"":100}]",,,95,No official outlet/operator tax-free desk or specific tax-free operator information was verified for this outlet. Eligible visitors should confirm directly with individual stores before purchase.,,"[""dean & david"",""Olea"",""Pano Café"",""Pommes Freunde"",""Starbucks""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,"[{""name"":""Montabaur"",""distanceKm"":2},{""name"":""Koblenz"",""distanceKm"":25}]",,19,50.01 EUR,,,11,Not officially verified,,
outletcity-metzingen,Outletcity Metzingen,outletcity-metzingen,,germany,stuttgart,"Hugo-Boss-Platz 4, 72555 Metzingen, Germany",48.5359,9.2812,Mon-Fri 10:00 - 20:00; Sat 09:00 - 20:00,,[],Over 170 premium and luxury brands,4.6,0,"[""Parking"",""Tax Free"",""Guest Services"",""Restaurants & Cafes"",""Shopping Shuttle"",""Wi-Fi"",""Gift Cards"",""Accessibility"",""Tax Free Counter"",""Personal Shopping""]",true,https://www.outletcity.com/en/metzingen/,,https://maps.google.com/?q=Outletcity+Metzingen%2C+Hugo-Boss-Platz+4%2C+72555+Metzingen,http://maps.apple.com/?q=Outletcity%20Metzingen&address=Hugo-Boss-Platz%204%2C%2072555%20Metzingen,https://yandex.com/maps/?text=Outletcity%20Metzingen%2C%20Hugo-Boss-Platz%204%2C%2072555%20Metzingen,active,35,"{""name"":""Stuttgart City Centre"",""distanceKm"":35,""recommendedRoute"":""Shopping Shuttle, train via Metzingen, or car via B27/B312""}","[{""code"":""STR"",""name"":""Stuttgart Airport"",""distanceKm"":25},{""code"":""FRA"",""name"":""Frankfurt Airport"",""distanceKm"":215},{""code"":""MUC"",""name"":""Munich Airport"",""distanceKm"":220}]",,,25,Eligible non-EU visitors can request a tax-free shopping form in participating stores. Outletcity Metzingen has a Tax Free Counter in the Welcome Centre where eligible forms and receipts can be checked before customs validation when leaving the EU. Estimated refunds are usually lower than the full VAT rate because operator fees may apply.,,"[""Almresi"",""Bäckerei-Keim - Café & Snacks"",""Bollicine&Co. Champagne Bar"",""BOSS Café"",""Champa Sushi & Bowl"",""Cinnamood"",""Frittenwerk"",""Keladam's Kebab"",""L'Osteria"",""McDonald's"",""Moxy Bistro"",""Ochaya"",""Starbucks"",""Tommy's Coffee"",""Zem Zem Coffee""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,"[{""name"":""Metzingen Town Center"",""distanceKm"":1},{""name"":""Stuttgart"",""distanceKm"":35}]",,19,50.01 EUR,,,11,Global Blue / Planet / EU customs validation,,
wertheim-village,Wertheim Village,wertheim-village,,germany,frankfurt,"Almosenberg, 97877 Wertheim, Germany",49.7582,9.5115,10:00 - 20:00,,[],110 boutiques,4.6,0,"[""Parking"",""Tax Free"",""Guest Services"",""Restaurants & Cafes"",""Shopping Express"",""Wi-Fi"",""Gift Cards"",""Accessibility"",""Hands-free Shopping"",""Personal Shopping"",""VIP Parking""]",true,https://www.thebicestercollection.com/wertheim-village/en,,https://maps.google.com/?q=Wertheim+Village%2C+Almosenberg%2C+97877+Wertheim,http://maps.apple.com/?q=Wertheim%20Village&address=Almosenberg%2C%2097877%20Wertheim,https://yandex.com/maps/?text=Wertheim%20Village%2C%20Almosenberg%2C%2097877%20Wertheim,active,80,"{""name"":""Frankfurt City Centre"",""distanceKm"":80,""recommendedRoute"":""Shopping Express or train + local transfer via Wertheim""}","[{""code"":""FRA"",""name"":""Frankfurt Airport"",""distanceKm"":90},{""code"":""NUE"",""name"":""Nuremberg Airport"",""distanceKm"":125}]",,,90,"Non-EU guests can request a tax refund form at participating boutiques, with refunds available on purchases over €50.00. Wertheim Village directs guests to Global Blue or Planet Tax Refund for more information.",,"[""CINNAMOOD"",""Elaine's TakeAway"",""La Piazza"",""Saigon Social Club"",""The Coffee Corner"",""The Waffle""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,"[{""name"":""Wertheim Town Center"",""distanceKm"":8},{""name"":""Frankfurt"",""distanceKm"":80}]",,19,50.01 EUR,,,11,Global Blue / Planet / EU customs validation,,
zweibrucken-fashion-outlet,Zweibrücken Fashion Outlet,zweibrucken-fashion-outlet,,germany,frankfurt,"Londoner Bogen 10-90, 66482 Zweibrücken, Germany",49.2522,7.3698,10:00 - 19:00,,[],More than 120 premium brands,4.5,0,"[""Parking"",""Tax Free"",""Guest Services"",""Restaurants & Cafes"",""Transport Info"",""Wi-Fi"",""Gift Cards"",""Accessibility"",""Kids Area"",""Personal Shopping"",""ATM"",""EV Charging"",""Wheelchair Rental"",""Powerbank""]",false,https://www.zweibrueckenfashionoutlet.com/en,,https://maps.google.com/?q=Zweibr%C3%BCcken+Fashion+Outlet%2C+Londoner+Bogen+10-90%2C+66482+Zweibr%C3%BCcken,http://maps.apple.com/?q=Zweibr%C3%BCcken%20Fashion%20Outlet&address=Londoner%20Bogen%2010-90%2C%2066482%20Zweibr%C3%BCcken,https://yandex.com/maps/?text=Zweibr%C3%BCcken%20Fashion%20Outlet%2C%20Londoner%20Bogen%2010-90%2C%2066482%20Zweibr%C3%BCcken,active,140,"{""name"":""Frankfurt City Centre"",""distanceKm"":140,""recommendedRoute"":""Train + regional transfer""}","[{""code"":""SCN"",""name"":""Saarbrücken Airport"",""distanceKm"":35},{""code"":""FRA"",""name"":""Frankfurt Airport"",""distanceKm"":140}]",,,35,No official outlet/operator tax-free desk or specific tax-free operator information was verified for this outlet. Eligible visitors should confirm directly with individual stores before purchase.,,"[""COFFEE-BIKE"",""DEAN & DAVID"",""Di Piu"",""DONNA MIA"",""DUNKIN DONUTS"",""FIVE GUYS"",""Frittenwerk"",""GRAND CAFÉ"",""Gusto"",""STARBUCKS"",""SUSHI TOMO""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,"[{""name"":""Zweibrücken"",""distanceKm"":2},{""name"":""Saarbrücken"",""distanceKm"":35}]",,19,50.01 EUR,,,11,Not officially verified,,
halle-leipzig-the-style-outlets,Halle Leipzig The Style Outlets,halle-leipzig-the-style-outlets,,germany,halle-leipzig,"Berliner Straße 1, 06796 Sandersdorf-Brehna, Germany",51.5576,12.1975,Mon-Sat 10:00 - 20:00; Sun closed; special opening hours may vary,,[],Top outlet brands,4.3,0,"[""Parking"",""Tax Free"",""Guest Services"",""Restaurants & Cafes"",""Free Shuttle Bus"",""Wi-Fi"",""Gift Cards"",""Accessibility"",""Centre Plan""]",false,https://halle.leipzig.thestyleoutlets.de/en,,https://www.google.com/maps/search/?api=1&query=Halle+Leipzig+The+Style+Outlets+Berliner+Stra%C3%9Fe+1+06796+Sandersdorf-Brehna,http://maps.apple.com/?q=Halle%20Leipzig%20The%20Style%20Outlets&address=Berliner%20Stra%C3%9Fe%201%2C%2006796%20Sandersdorf-Brehna%2C%20Germany,https://yandex.com/maps/?text=Halle%20Leipzig%20The%20Style%20Outlets%2C%20Berliner%20Stra%C3%9Fe%201%2C%2006796%20Sandersdorf-Brehna,active,30,"{""name"":""Leipzig City Centre"",""distanceKm"":30,""recommendedRoute"":""Car via A9/A14 or outlet shuttle / regional public transport""}","[{""code"":""LEJ"",""name"":""Leipzig/Halle Airport"",""distanceKm"":25}]",,,25,No official outlet/operator tax-free desk or specific tax-free operator information was verified for this outlet. Eligible visitors should confirm directly with individual stores before purchase.,,"[""COFFEE FELLOWS"",""FRITTENWERK"",""GLOBAL DÖNER"",""MAMALICIOUS"",""STARBUCKS""]",Official visitor navigation includes Parking for the centre at Berliner Straße 1.,"[{""name"":""Halle (Saale)"",""distanceKm"":25},{""name"":""Leipzig"",""distanceKm"":30}]",,19,50.01 EUR,,,11,Not officially verified,,
